    1        1.3533       0.0477       1.8940
    2        1.2999       0.2224       1.8941
    3        1.1664       0.3471       1.8942
    4        0.9887       0.3883       1.8944
    5        0.8144       0.3349       1.8946
    6        0.6903       0.2012       1.8948
    7        0.6494       0.0228       1.8949
    8        0.7027      -0.1523       1.8948
    9        0.8359      -0.2769       1.8946
   10        1.0135      -0.3179       1.8944
   11        1.1879      -0.2642       1.8942
   12        1.3123      -0.1304       1.8941
   13        1.7199       0.0649      -2.1004
   14        1.6090       0.4236      -2.1002
   15        1.3332       0.6788      -2.0997
   16        0.9663       0.7621      -2.0990
   17        0.6065       0.6510      -2.0981
   18        0.3501       0.3758      -2.0971
   19        0.2671       0.0135      -2.0966
   20        0.3811      -0.3443      -2.0971
   21        0.6563      -0.6007      -2.0981
   22        1.0222      -0.6853      -2.0990
   23        1.3810      -0.5756      -2.0997
   24        1.6364      -0.3010      -2.1002
   25        4.9333       1.8340      -0.1105
   26        2.5093       4.0893      -0.1095
   27       -0.7993       3.9697      -0.1080
   28       -3.0538       1.5461      -0.1067
   29       -2.9349      -1.7615      -0.1067
   30       -0.5122      -4.0168      -0.1080
   31        2.7964      -3.8986      -0.1095
   32        5.0522      -1.4751      -0.1105
