    1        1.3552       0.0472       2.0051
    2        1.6202       0.4216       2.0043
    3        1.1704       0.3481       2.0096
    4        0.9719       0.7606       1.9956
    5        0.8119       0.3337       1.9985
    6        0.3563       0.3763       1.9980
    7        0.6514       0.0227       2.0139
    8        0.3864      -0.3549       2.0227
    9        0.8353      -0.2770       2.0037
   10        1.0242      -0.6926       1.9992
   11        1.1828      -0.2636       1.9943
   12        1.6465      -0.3084       2.0056
   13        1.7336       0.0575      -2.0076
   14        1.9857       0.6465      -2.0064
   15        1.3390       0.6743      -1.9953
   16        0.9552       1.1810      -1.9887
   17        0.6199       0.6559      -2.0157
   18       -0.0182       0.5785      -2.0050
   19        0.2716       0.0075      -1.9974
   20        0.0180      -0.5772      -2.0001
   21        0.6594      -0.6119      -2.0092
   22        1.0407      -1.1229      -2.0046
   23        1.3866      -0.5853      -2.0033
   24        2.0127      -0.5084      -1.9945
   25        4.9540       0.9629       0.3557
   26        4.8992       2.8379      -0.4204
   27        3.5321       4.1212       0.4206
   28        1.6588       4.0656      -0.3574
   29        0.0671       3.9992       0.3563
   30       -1.8123       3.9454      -0.4215
   31       -3.0927       2.5704       0.4212
   32       -3.0260       0.6926      -0.3569
   33       -2.9765      -0.9003       0.3575
   34       -2.9175      -2.7839      -0.4225
   35       -1.5372      -4.0651       0.4220
   36        0.3417      -3.9963      -0.3573
   37        1.9323      -3.9354       0.3567
   38        3.8060      -3.8722      -0.4208
   39        5.0990      -2.5026       0.4217
   40        5.0391      -0.6242      -0.3577
